School_Name,Address_Line_1,Address_Town,Address_Postcode,LGA_ID,LGA_Name,X,Y
Rupanyup Primary School,22 Dyer Street,Rupanyup,3388,763,Yarriambiack (S),142.62861,-36.63222
Goornong Primary School,26 Grant Street,Goornong,3557,262,Greater Bendigo (C),144.50468,-36.617
Oakleigh Primary School,20 Warrigal Road,Oakleigh,3166,497,Monash (C),145.08862,-37.89447
Ceres Primary School,605 Barrabool Road,Ceres,3221,275,Greater Geelong (C),144.26673,-38.17355
Malvern Central School,Spring Road,Malvern,3144,635,Stonnington (C),145.0344,-37.85601
Daylesford Primary School,102-128 Vincent Street,Daylesford,3460,291,Hepburn (S),144.14156,-37.3451
Mooroopna North Primary School,835 Ardmona Road,Mooroopna,3629,283,Greater Shepparton (C),145.29849,-36.32914
Swan Reach Primary School,21 School Road,Swan Reach,3903,211,East Gippsland (S),147.86479,-37.82108
Amphitheatre Primary School,16 School Road,Amphitheatre,3468,599,Pyrenees (S),143.39924,-37.18413
Deans Marsh Primary School,30 Deans Marsh-Lorne Road,Deans Marsh,3235,649,Surf Coast (S),143.88575,-38.39988
Drysdale Primary School,52-66 Clifton Springs Rd,Drysdale,3222,275,Greater Geelong (C),144.57175,-38.16916
St Arnaud Primary School,Charlton Road,St Arnaud,3478,581,Northern Grampians (S),143.25754,-36.6102
Nullawarre and District Primary School,132 Henry's Sawmill Road,Nullawarre,3268,549,Moyne (S),142.73443,-38.46676
Macedon Primary School,67 Smith Street,Macedon,3440,413,Macedon Ranges (S),144.56268,-37.41869
Arthurs Creek Primary School,900 Arthurs Creek Road,Arthurs Creek,3099,571,Nillumbik (S),145.2025,-37.579
Rye Primary School,Lyons St,Rye,3941,534,Mornington Peninsula (S),144.82382,-38.37312
Buxton Primary School,2208 Maroondah Highway,Buxton,3711,562,Murrindindi (S),145.70905,-37.4214
Moonambel Primary School,24 Humffray Street,Moonambel,3478,599,Pyrenees (S),143.32074,-36.98986
Longford Primary School,6380 South Gippsland Highway,Longford,3851,681,Wellington (S),147.08841,-38.16956
Harkaway Primary School,65-67 King Road,Harkaway,3806,161,Casey (C),145.34517,-38.00085
Balnarring Primary School,1 Civic Court,Balnarring,3926,534,Mornington Peninsula (S),145.12282,-38.37672
Carraragarmungee Primary School,1005 Wangaratta-Eldorado Road,Londrigan,3678,670,Wangaratta (RC),146.46086,-36.3289
Euroa Primary School,67 Anderson St,Euroa,3666,643,Strathbogie (S),145.57208,-36.75596
Pyramid Hill College,97-101 Kelly Street,Pyramid Hill,3575,394,Loddon (S),144.11368,-36.04736
Shepparton East Primary School,15 School Road,Shepparton East,3631,283,Greater Shepparton (C),145.47925,-36.39993
Nicholson Primary School,Princes Highway,Nicholson,3882,211,East Gippsland (S),147.74791,-37.81578
Kialla West Primary School,7370 Goulburn Valley Highway,Kialla West,3631,283,Greater Shepparton (C),145.38946,-36.46601
Miners Rest Primary School,Dundas Street,Miners Rest,3352,57,Ballarat (C),143.7947,-37.47788
Glenrowan Primary School,40 Beaconsfield Parade,Glenrowan,3675,670,Wangaratta (RC),146.22234,-36.46019
Warrnambool Primary School,Jamieson Street,Warrnambool,3280,673,Warrnambool (C),142.48257,-38.37728
Devenish Primary School,76 Main Road,Devenish,3726,101,Benalla (RC),145.89434,-36.32654
Undera Primary School,45-55 Anderson Street,Undera,3629,283,Greater Shepparton (C),145.21893,-36.27636
Dederang Primary School,4364 Kiewa Valley Highway,Dederang,3691,11,Alpine (S),147.01531,-36.46925
Eppalock Primary School,149 Patons Road,Axe Creek,3551,262,Greater Bendigo (C),144.38773,-36.84177
Silvan Primary School,269 Monbulk Road,Silvan,3795,745,Yarra Ranges (S),145.42132,-37.8246
Wendouree Primary School,1224 Howitt Street,Wendouree,3355,57,Ballarat (C),143.82816,-37.53928
Lancaster Primary School,8 Weller Road,Lancaster,3620,137,Campaspe (S),145.13282,-36.31325
Raywood Primary School,18-22 Sandhurst Street,Raywood,3570,262,Greater Bendigo (C),144.2048,-36.53947
Puckapunyal Primary School,Alamein Road,Puckapunyal,3662,485,Mitchell (S),145.03351,-37.00263
Landsborough Primary School,82 McKinlay Street,Landsborough,3384,599,Pyrenees (S),143.13591,-37.00586
Lysterfield Primary School,Bellfield Drive,Lysterfield,3156,367,Knox (C),145.27623,-37.9116
Winton Primary School,Fox Street,Winton,3673,101,Benalla (RC),146.08134,-36.51633
Merrigum Primary School,Judd Avenue,Merrigum,3618,283,Greater Shepparton (C),145.12966,-36.36932
Bethanga Primary School,5 Beardmore Street,Bethanga,3691,667,Towong (S),147.09576,-36.12064
Abbotsford Primary School,Lithgow Street,Abbotsford,3067,735,Yarra (C),144.99881,-37.80898
Newtown Primary School,157-161 Aberdeen Street,Newtown,3220,275,Greater Geelong (C),144.3372,-38.14577
Windsor Primary School,12 Hornby Street,Windsor,3181,635,Stonnington (C),144.99569,-37.8573
Narre Warren North Primary School,15-31 A'beckett Road,Narre  Warren  North,3804,161,Casey (C),145.31692,-37.97859
Buchan Primary School,4 Dalley Street,Buchan,3885,211,East Gippsland (S),148.18082,-37.49774
Anakie Primary School,2125-2135 Ballan Road,Anakie,3213,275,Greater Geelong (C),144.25511,-37.91267
Moolap Primary School,30 Wills Cres,Moolap,3221,275,Greater Geelong (C),144.42431,-38.17096
Footscray City Primary School,10 Hyde Street,Footscray,3011,433,Maribyrnong (C),144.90025,-37.8064
Newham Primary School,1271 Rochford Road,Newham,3442,413,Macedon Ranges (S),144.59476,-37.31215
Plenty Parklands Primary School,48 Blossom Park Drive,Mill Park,3082,707,Whittlesea (C),145.07694,-37.66973
White Hills Primary School,16 Plumridge Street,White Hills,3550,262,Greater Bendigo (C),144.30415,-36.72794
Mount Egerton Primary School,58 Church Street,Mount Egerton,3352,515,Moorabool (S),144.10217,-37.62852
Drouin Primary School,153-161 Princes Way,Drouin,3818,83,Baw Baw (S),145.85384,-38.13286
Wunghnu Primary School,Brunton Street,Wunghnu,3635,490,Moira (S),145.4306,-36.15066
Maroona Primary School,7431 Mortlake-ararat Road,Maroona,3377,26,Ararat (RC),142.85847,-37.4328
Jindivick Primary School,1080 Jacksons Track,Jindivick,3818,83,Baw Baw (S),145.90113,-38.02762
Talgarno Primary School,14 Talgarno School Lane,Talgarno,3691,667,Towong (S),147.15915,-36.0658
Bungaree Primary School,348 Bungaree-wallace Road,Bungaree,3352,515,Moorabool (S),144.0071,-37.55759
Little River Primary School,21 Flinders Street,Little River,3211,726,Wyndham (C),144.50037,-37.96501
Cowwarr Primary School,1- 11 Church Street,Cowwarr,3857,681,Wellington (S),146.69896,-38.0137
Morang South Primary School,77 Gorge Road,South Morang,3752,707,Whittlesea (C),145.09467,-37.65287
Camp Hill Primary School,50 Gaol Rd,Bendigo,3550,262,Greater Bendigo (C),144.27804,-36.75571
Pyalong Primary School,10-14 Bourke Street,Pyalong,3521,485,Mitchell (S),144.85709,-37.11724
Winchelsea Primary School,60 Main Street,Winchelsea,3241,649,Surf Coast (S),143.98428,-38.24449
Buln Buln Primary School,15 Old Sale Road,Buln Buln,3821,83,Baw Baw (S),145.93817,-38.09935
Macarthur Street Primary School,401 Macarthur Street,Soldiers Hill,3350,57,Ballarat (C),143.85749,-37.55115
Elliminyt Primary School,135 Slater Street,Elliminyt,3249,175,Colac-Otway (S),143.5837,-38.36135
Mornington Primary School,25 Vale Street,Mornington,3931,534,Mornington Peninsula (S),145.04309,-38.22181
Hamilton North Primary School,34 - 50 Andrews Street,Hamilton,3300,626,Southern Grampians (S),141.99515,-37.72646
Mount Blowhard Primary School,527 Millers Road,Blowhard,3352,57,Ballarat (C),143.78644,-37.42924
Creswick North Primary School,93 Macs Street,Creswick,3363,291,Hepburn (S),143.89082,-37.40884
Black Hill Primary School,601 Chisholm Street,Ballarat,3350,57,Ballarat (C),143.86978,-37.54984
Brighton Beach Primary School,19 Windermere Crescent,Brighton,3186,91,Bayside (C),144.99611,-37.9221
Castlemaine North Primary School,270 Barker Street,Castlemaine,3450,543,Mount Alexander (S),144.21899,-37.05783
Yarrambat Primary School,552 Yan Yean Road,Yarrambat,3091,571,Nillumbik (S),145.1331,-37.64124
Casterton Primary School,14 - 24 Mc Pherson Street,Casterton,3311,241,Glenelg (S),141.4052,-37.58655
Nathalia Primary School,5 Bromley Street,Nathalia,3638,490,Moira (S),145.20589,-36.05752
Chilwell Primary School,313a Pakington Street,Newtown,3220,275,Greater Geelong (C),144.34538,-38.15511
Greensborough Primary School,130 Grimshaw Street,Greensborough,3088,66,Banyule (C),145.1005,-37.70357
Teesdale Primary School,Main Road,Teesdale,3328,249,Golden Plains (S),144.05459,-38.02923
Cranbourne Primary School,Bakewell Street,Cranbourne,3977,161,Casey (C),145.28785,-38.11186
Katamatite Primary School,4 - 6 Currajong Avenue,Katamatite,3649,490,Moira (S),145.6853,-36.07735
Buangor Primary School,26 School Road,Buangor,3375,26,Ararat (RC),143.17502,-37.36404
Leitchville Primary School,2-4 Hawken Street,Leitchville,3567,225,Gannawarra (S),144.30209,-35.90955
Whittlesea Primary School,2425-2435 Plenty Road,Whittlesea,3757,707,Whittlesea (C),145.11405,-37.51427
Little Bendigo Primary School,8 Monte Street,Nerrina,3350,57,Ballarat (C),143.89506,-37.5429
Newington Primary School,49 Inkerman Street,Ballarat,3350,57,Ballarat (C),143.83122,-37.56602
Warragul Primary School,44 Bowen Street,Warragul,3820,83,Baw Baw (S),145.92814,-38.15634
Kangaroo Ground Primary School,Cr Graham&Eltham-Yarra Glen Rd,Kangaroo Ground,3097,571,Nillumbik (S),145.21466,-37.69174
Traralgon South Primary School,13 - 19 Keith Morgan Drive,Traralgon South,3844,381,Latrobe (C),146.54015,-38.29726
Coleraine Primary School,124 Church Street,Coleraine,3315,626,Southern Grampians (S),141.68404,-37.60184
Ripplebrook Primary School,2260 Westernport Road,Ripplebrook,3818,83,Baw Baw (S),145.75849,-38.20349
Numurkah Primary School,12 Quinn Street,Numurkah,3636,490,Moira (S),145.445,-36.09024
Moe (Albert Street) Primary School,40 Albert Street,Moe,3825,381,Latrobe (C),146.26435,-38.17471
Geelong South Primary School,200 Yarra Street,South Geelong,3220,275,Greater Geelong (C),144.35857,-38.15694
Bayswater Primary School,2 Birch Street,Bayswater,3153,367,Knox (C),145.25936,-37.8433
Minyip Primary School,21 Main Street,Minyip,3392,763,Yarriambiack (S),142.5841,-36.46271
Mulgrave Primary School,23-31 Gladeswood Drive,Mulgrave,3170,497,Monash (C),145.19737,-37.93295
Yarragon Primary School,65 Loch Street,Yarragon,3823,83,Baw Baw (S),146.06096,-38.20937
Tyers Primary School,Main Road,Tyers,3844,381,Latrobe (C),146.47754,-38.14911
Trafalgar Primary School,85 School Road,Trafalgar,3824,83,Baw Baw (S),146.15987,-38.21476
Kinglake Primary School,20 Mcmahons Rd,Kinglake,3763,562,Murrindindi (S),145.35664,-37.52157
Ellinbank Primary School,13 Community Place,Ellinbank,3821,83,Baw Baw (S),145.93563,-38.24023
Tambo Upper Primary School,890 Tambo Upper Road,Tambo Upper,3885,211,East Gippsland (S),147.8452,-37.7662
Baranduda Primary School,7 Verbena Street,Baranduda,3691,717,Wodonga (C),146.94812,-36.18053
Tungamah Primary School,15 -17 Tower Street,Tungamah,3728,490,Moira (S),145.87947,-36.16131
Bunyip Primary School,1290 Nar Nar Goon - Longwarry Road,Bunyip,3815,145,Cardinia (S),145.71251,-38.09884
Gunbower Primary School,2 School Road,Gunbower,3566,137,Campaspe (S),144.37232,-35.95463
Nar Nar Goon Primary School,27 Spencer Street,Nar Nar Goon,3812,145,Cardinia (S),145.57401,-38.08277
Toora Primary School,5 Harriet Street,Toora,3962,617,South Gippsland (S),146.32799,-38.66352
Montrose Primary School,17-21 Leith Road,Montrose,3765,745,Yarra Ranges (S),145.34369,-37.8081
Koondrook Primary School,9 Punt Road,Koondrook,3580,225,Gannawarra (S),144.12987,-35.63487
Magpie Primary School,61 Docwra Street,Magpie,3352,57,Ballarat (C),143.84327,-37.61571
Tawonga Primary School,Kiewa Valley Highway,Tawonga,3697,11,Alpine (S),147.14325,-36.6914
Narracan Primary School,32 School Road,Narracan,3824,83,Baw Baw (S),146.23163,-38.26158
Drouin South Primary School,3061 Westernport Road,Drouin South,3818,83,Baw Baw (S),145.82682,-38.17057
Eskdale Primary School,3790 Omeo Highway,Eskdale,3701,667,Towong (S),147.25125,-36.46527
Darnum Primary School,6 Graham Street,Darnum,3822,83,Baw Baw (S),145.9997,-38.18773
Moorooduc Primary School,Cnr Derril Rd & Mornington Tyabb Rd,Moorooduc,3933,534,Mornington Peninsula (S),145.10517,-38.24809
The Basin Primary School,Cnr Liverpool Road & Mountain Highway,The Basin,3154,367,Knox (C),145.30842,-37.84951
Paynesville Primary School,31 - 47 Ashley Street,Paynesville,3880,211,East Gippsland (S),147.7147,-37.91128
Epsom Primary School,Howard Street,Epsom,3551,262,Greater Bendigo (C),144.31269,-36.70505
Kensington Primary School,62-74 McCracken Street,Kensington,3031,460,Melbourne (C),144.92762,-37.79267
Hazelwood North Primary School,121 Church Road,Hazelwood North,3840,381,Latrobe (C),146.44768,-38.26819
Mirboo North Primary School,Balook Street,Mirboo North,3871,617,South Gippsland (S),146.15109,-38.40049
Yinnar Primary School,30 Main Street,Yinnar,3869,381,Latrobe (C),146.32891,-38.32109
Neerim South Primary School,180 Main Neerim Road,Neerim South,3831,83,Baw Baw (S),145.95536,-38.01531
Ivanhoe Primary School,124 Waterdale Road,Ivanhoe,3079,66,Banyule (C),145.04298,-37.76657
Portarlington Primary School,100 Newcombe Street,Portarlington,3223,275,Greater Geelong (C),144.65498,-38.11552
Menzies Creek Primary School,12 School Road,Menzies Creek,3159,745,Yarra Ranges (S),145.39427,-37.91735
St Kilda Park Primary School,68 Fitzroy Street,St Kilda,3182,590,Port Phillip (C),144.97779,-37.85812
Labertouche Primary School,35 School Road,Labertouche,3816,83,Baw Baw (S),145.80494,-38.03767
Diggers Rest Primary School,Plumpton Road,Diggers Rest,3427,465,Melton (C),144.70923,-37.62263
Longwarry Primary School,5 McCrae Street,Longwarry,3816,83,Baw Baw (S),145.76914,-38.1141
Gembrook Primary School,50 Main Street,Gembrook,3783,145,Cardinia (S),145.54532,-37.95164
Wurruk Primary School,13 -19 Fisk Street,Wurruk,3850,681,Wellington (S),147.03995,-38.1068
Willow Grove Primary School,39-45 Moe-Willow Grove Road,Willow Grove,3825,83,Baw Baw (S),146.17734,-38.07139
Hoddles Creek Primary School,700 Gembrook-Launching Place Road,Hoddles Creek,3139,745,Yarra Ranges (S),145.59775,-37.83174
Beaconsfield Upper Primary School,40 Stoney Creek Road,BEACONSFIELD UPPER,3808,145,Cardinia (S),145.41476,-37.9954
Congupna Primary School,3580 Katamatite Road,Congupna,3633,283,Greater Shepparton (C),145.43428,-36.29987
Redesdale Mia Mia Primary School,31 School Road,Redesdale,3444,262,Greater Bendigo (C),144.53089,-37.01952
Malvern Primary School,17 Tooronga Road,Malvern East,3145,635,Stonnington (C),145.03846,-37.87159
Launching Place Primary School,Carter Street,Launching Place,3139,745,Yarra Ranges (S),145.57077,-37.7825
Carlton Gardens Primary School,215 Rathdowne Street,Carlton,3053,460,Melbourne (C),144.96951,-37.80205
Ascot Vale Primary School,Bank Street,Ascot Vale,3032,506,Moonee Valley (C),144.92612,-37.77432
Boolarra Primary School,Tarwin Street,Boolarra,3870,381,Latrobe (C),146.26887,-38.38287
Rosebud Primary School,Point Nepean Road,Rosebud,3939,534,Mornington Peninsula (S),144.909,-38.35576
Koo Wee Rup Primary School,28-34 Moody Street,Koo Wee Rup,3981,145,Cardinia (S),145.49286,-38.19483
Armadale Primary School,9-23 Densham Road,Armadale,3143,635,Stonnington (C),145.01777,-37.85219
Osborne Primary School,120 Craigie Rd,Mount Martha,3934,534,Mornington Peninsula (S),145.04091,-38.25711
Somerville Primary School,37 Eramosa Road East,Somerville,3912,534,Mornington Peninsula (S),145.17914,-38.22402
Willaura Primary School,14 Warranooke Street,Willaura,3379,26,Ararat (RC),142.73946,-37.54469
Echuca East Primary School,21-31 Eyre Street,Echuca,3564,137,Campaspe (S),144.76111,-36.13405
Lakes Entrance Primary School,49 Myer Street,Lakes Entrance,3909,211,East Gippsland (S),147.99424,-37.87598
Myrrhee Primary School,1673 Benalla Whitfield Road,Myrrhee,3732,670,Wangaratta (RC),146.31825,-36.73819
Longwood Primary School,1-21 Hurley Street,Longwood,3665,643,Strathbogie (S),145.42206,-36.80793
Forrest Primary School,10 Grant Street,Forrest,3236,175,Colac-Otway (S),143.71442,-38.51629
Fairfield Primary School,Langridge Street,Fairfield,3078,189,Darebin (C),145.0204,-37.77799
Nilma Primary School,76 Bloomfield Road,Nilma,3821,83,Baw Baw (S),145.97429,-38.16574
Garfield Primary School,84 Railway Avenue,Garfield,3814,145,Cardinia (S),145.67415,-38.09056
Yinnar South Primary School,Brewsters Road,Yinnar South,3869,381,Latrobe (C),146.36481,-38.36891
Officer Primary School,13-23 Tivendale Rd,Officer,3809,145,Cardinia (S),145.41018,-38.05828
Brunswick South Primary School,56 Brunswick Road,Brunswick East,3057,525,Merri-bek (C),144.97254,-37.7787
Orbost Primary School,10 Ruskin Street,Orbost,3888,211,East Gippsland (S),148.45772,-37.70791
Inverloch Primary School,Bayview Avenue,Inverloch,3996,74,Bass Coast (S),145.72862,-38.6312
Surrey Hills Primary School,2 Beatrice Avenue,Surrey Hills,3127,698,Whitehorse (C),145.1009,-37.82553
Montague Continuing Education Centre,100 Montague Street,South Melbourne,3205,590,Port Phillip (C),144.94974,-37.8306
Strathmerton Primary School,Findlay Street,Strathmerton,3641,490,Moira (S),145.47884,-35.92402
Laharum Primary School,1574 Northern Grampians Road,Laharum,3401,319,Horsham (RC),142.32331,-36.94535
Walwa Primary School,4 Main Street,Walwa,3709,667,Towong (S),147.73215,-35.96423
Middle Park Primary School,194 Richardson Street,Middle Park,3206,590,Port Phillip (C),144.95751,-37.8478
Seville Primary School,639 Warburton Highway,Seville,3139,745,Yarra Ranges (S),145.46441,-37.77389
Yarraville West Primary School,30 Powell Street,Yarraville,3013,433,Maribyrnong (C),144.88539,-37.81475
Merri-bek Primary School,157-163 Moreland Road,Coburg,3058,525,Merri-bek (C),144.96648,-37.75505
Tanjil South Primary School,253 Moe-Willow Grove Road,Tanjil South,3825,83,Baw Baw (S),146.2524,-38.11887
Pomonal Primary School,2859 Ararat - Halls Gap Road,Pomonal,3381,26,Ararat (RC),142.60873,-37.19344
Elsternwick Primary School,44 Murphy Street,Brighton,3186,91,Bayside (C),144.99729,-37.89142
Glengarry Primary School,41 - 45 Cairnbrook Road,Glengarry,3854,381,Latrobe (C),146.57134,-38.12758
Carnegie Primary School,51 Truganini Road,Carnegie,3163,231,Glen Eira (C),145.0545,-37.89074
Lang Lang Primary School,52 Westernport Road,Lang Lang,3984,145,Cardinia (S),145.5694,-38.26317
Croydon Primary School,Cnr Kent Avenue & Croydon Road,Croydon,3136,441,Maroondah (C),145.28132,-37.79317
