,,,Personal income in Australia - year ended 30 June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gross capital gains - year ended 30 June,,,,Selected Government pensions and allowances - at 30 June,,,Total personal income (weekly) - Persons aged 15 years and over - Census,,,,,,,,Equivalised total household income (weekly) - Census,,,,,,,,
Code,Label,Year,Employee income earners (no.),Employee income earners - median age (years),Total employee income ($m),Median employee income ($),Mean employee income ($),Employee income as main source of income (%),Own unincorporated business income earners (no.),Own unincorporated business income earners - median age (years),Total own unincorporated business income ($m),Median own unincorporated business income ($),Mean own unincorporated business income ($),Own unincorporated business income as main source of income (%),Investment income earners (no.),Investment income earners - median age (years),Total investment income ($m),Median investment income ($),Mean investment income ($),Investment income as main source of income (%),Superannuation and annuity income earners (no.),Superannuation and annuity income earners - median age (years),Total superannuation and annuity income ($m),Median superannuation and annuity income ($),Mean superannuation and annuity income ($),Superannuation and annuity income as main source of income (%),Total income earners (excl. Government pensions and allowances) (no.),Total income earners (excl. Government pensions and allowances) - median age (years),Total income (excl. Government pensions and allowances) ($m),Median total income (excl. Government pensions and allowances) ($),Mean total income (excl. Government pensions and allowances) ($),Total income (excl. Government pensions and allowances) - p80/P20 ratio,Total income (excl. Government pensions and allowances) - p80/P50 ratio,Total income (excl. Government pensions and allowances) - p20/P50 ratio,Total income (excl. Government pensions and allowances) - p10/P50 ratio,Total income (excl. Government pensions and allowances) - gini coefficient,Total income (excl. Government pensions and allowances) - income share of top 1% of earners,Total income (excl. Government pensions and allowances) - income share of top 5% of earners,Total income (excl. Government pensions and allowances) - income share of top 10% of earners,Total income (excl. Government pensions and allowances) - lowest Quartile (%),Total income (excl. Government pensions and allowances) - second Quartile (%),Total income (excl. Government pensions and allowances) - third Quartile (%),Total income (excl. Government pensions and allowances) - highest Quartile (%),Persons who reported gross capital gains (no.),Total value of gross capital gains ($m),Median value of gross capital gains ($),Mean value of gross capital gains ($),Age pension - Department of Veterans' Affairs (no.),Service pension - Department of Veterans' Affairs (no.),Income support supplement - Department of Veterans' Affairs (no.),$1-$499 per week (%),$500-$999 per week (%),$1000-$1999 per week (%),$2000-$2999 per week (%),$3000 or more per week (%),Nil income (%),Negative income (%),Income inadequately described or not stated (%),Median equivalised total household income (weekly) ($),$1-$499 per week (%),$500-$999 per week (%),$1000-$1999 per week (%),$2000-$2999 per week (%),$3000 or more per week (%),Nil income (%),Partial income stated (%),All incomes not stated (%)
56090,Mundaring,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,895,-,-,-,-,-,-,-,-
56090,Mundaring,2016,19635,44,1328.9,55014,67679,74.9,3472,51,74.4,11701,21424,8.2,16038,49,127.9,221,7974,14.1,691,62,19.8,19854,28626,-,22279,47,1476.9,51769,66293,5.37,1.95,0.36,0.16,0.47,6.5,19.7,31.3,23.8,22.9,22.5,30.8,-,-,-,-,-,-,-,25.3,19.3,22.6,6.4,3.5,9.3,0.4,13.2,972,17.3,26.3,32,7.8,2.5,1.3,10.8,2
56090,Mundaring,2017,19498,44,1303.5,54951,66854,74.9,3386,51,69.5,10669,20513,7.9,15711,50,133.8,189,8519,14.3,725,60,20,18520,27538,1.8,22417,47,1460.6,51246,65155,5.47,1.95,0.36,0.14,0.474,7,19.8,31.5,24.5,23.1,23,29.3,-,-,-,-,-,246,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56090,Mundaring,2018,19602,44,1337.4,56500,68227,75.7,3332,51,71.5,10915,21461,7.4,15773,50,125.7,147,7969,14.1,663,62,18.5,20260,27874,1.7,22650,47,1491,51846,65830,5.62,1.96,0.35,0.13,0.473,6.6,19.5,31.1,25.3,23.1,22.4,29.2,-,-,-,-,-,236,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56090,Mundaring,2019,19690,44,1371,57491,69630,75.6,3243,51,70.7,10571,21788,7.2,15824,50,135.2,130,8541,14.2,667,63,19.9,20284,29776,1.9,22671,47,1529,53205,67442,5.67,1.96,0.35,0.14,0.473,6.9,19.5,31.1,25.6,22.9,22.3,29.1,-,-,-,-,-,220,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56090,Mundaring,2020,19900,44,1440.7,59923,72398,75.7,3250,52,72.9,10373,22425,7.5,15486,51,139.5,102,9007,13.9,634,60,18.3,19888,28911,1.7,22886,47,1601.4,55293,69971,5.77,1.96,0.34,0.13,0.471,6.6,19.2,30.8,25.1,22.7,22.8,29.5,1455,46.1,3248,31686,4,208,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56090,Mundaring,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2277,77.2,3390,33920,5,175,37,22.8,19.2,23.8,8.7,5.6,7.7,0.6,11.6,1127,14.5,23.1,33.6,11.4,4.7,1.4,9.8,1.5
56090,Mundaring,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2571,101.3,4914,39384,-,169,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56160,Murchison,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,640,-,-,-,-,-,-,-,-
56160,Murchison,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.8,20.6,13.5,4.8,-,8.7,-,35.7,1047,27.8,8.3,44.4,8.3,-,-,8.3,13.9
56160,Murchison,2017,16,55,1.3,84327,82315,94.1,-,-,-,-,-,-,11,59,-,176,-,-,-,-,-,-,-,-,15,58,1.1,78180,76306,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56160,Murchison,2018,21,50,1.4,75272,65850,93.8,-,-,-,-,-,-,10,55,-0.1,111,-5450,6.3,-,-,-,-,-,-,19,55,1.3,72570,69277,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56160,Murchison,2019,27,50,1.4,43155,50343,94.7,-,-,-,-,-,-,10,57,-0.1,239,-7226,-,-,-,-,-,-,-,16,54,1,66699,61235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56160,Murchison,2020,22,49,1.2,59573,55463,88.9,-,-,-,-,-,-,11,58,-,22,-266,5.6,-,-,-,-,-,-,21,57,1.3,64696,59786,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56160,Murchison,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.2,16.7,27.8,4.2,-,4.2,5.6,15.3,1031,25,21.9,40.6,18.8,-,-,9.4,-
56160,Murchison,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56230,Murray,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,696,-,-,-,-,-,-,-,-
56230,Murray,2016,7479,43,504,51127,67389,73.4,1402,51,25.2,8049,17959,7.8,5942,50,46.8,154,7883,15.9,268,59,6.4,19687,23773,-,8678,46,557.3,47546,64221,6.66,2.29,0.34,0.13,0.485,5.5,18.3,30.3,26.5,23.7,19.3,30.5,-,-,-,-,-,-,-,32.1,20.2,17.3,6.7,2.8,9.8,0.5,10.6,764,25.2,26.7,24.8,6,1.7,1.6,11.1,2.9
56230,Murray,2017,7691,42,502.5,50711,65339,74.3,1379,51,25.2,7765,18287,7.4,5849,51,42.2,119,7219,15.1,332,58,8.4,15430,25183,2.1,8962,46,559.4,47135,62422,7.31,2.3,0.31,0.12,0.488,5.6,18.2,30.1,28,23.3,19.1,29.6,-,-,-,-,4,184,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56230,Murray,2018,7826,42,525,52493,67087,75.7,1369,52,22.5,7187,16439,6.7,5885,50,46,108,7822,14.7,295,59,7.2,14472,24536,1.8,9081,46,578.8,47526,63741,7.17,2.27,0.32,0.12,0.492,6.1,18.6,30.4,28.6,23.3,18.2,29.9,-,-,-,-,-,174,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56230,Murray,2019,7954,42,539.9,54703,67876,76.4,1246,51,23.1,8988,18562,6.4,5807,50,45.2,92,7790,14.2,321,57,7.6,14557,23806,2.1,9078,46,591.3,50499,65136,6.77,2.18,0.32,0.12,0.478,5.8,17.8,29.5,27.7,23,19.5,29.8,-,-,-,-,4,173,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56230,Murray,2020,8175,42,574.7,56368,70297,75.8,1299,52,17.6,5913,13584,6.5,5864,51,47.7,70,8127,14.4,315,57,9.3,16800,29624,2.2,9398,46,623.2,50965,66315,7.46,2.27,0.3,0.11,0.483,5.4,17.2,29.1,28.4,22.6,19.2,29.8,526,10.6,3139,20083,-,169,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56230,Murray,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,819,27.9,3751,34033,-,156,34,29.3,21.1,19.1,8.3,4.2,7.9,1.1,9.1,863,21.1,26.4,26.7,7.9,3,1.6,10.9,2.4
56230,Murray,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1005,32.9,5310,32758,-,154,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56300,Nannup,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,591,-,-,-,-,-,-,-,-
56300,Nannup,2016,566,46,29,38051,51305,62.2,246,56,4.1,7484,16616,17,521,57,2.6,444,4957,18.3,21,60,0.5,11597,24738,1.8,757,52,34.9,34650,46163,8.35,2.17,0.26,0.09,0.535,6.1,21.8,34.1,37.5,24.1,20.3,18.1,-,-,-,-,-,-,-,36,24.1,16.1,2.8,2.1,7.1,0.3,12,678,31,33.3,19.2,3.5,2.3,1.6,7.8,2.9
56300,Nannup,2017,564,46,27.9,38532,49387,61.3,259,55,5.1,6918,19851,18.1,524,58,3,427,5792,18,20,60,0.5,24259,26457,1.7,775,53,35.8,33577,46140,6.41,2.25,0.35,0.1,0.526,6.6,20.9,33.2,36.7,26.8,18.9,17.6,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56300,Nannup,2018,591,45,28.4,36284,48080,62.2,253,56,3.6,4714,14200,15.3,532,58,3.8,287,7194,19.3,24,60,0.9,21570,38800,2.4,782,52,35.2,33098,45041,8.65,2.22,0.26,0.06,0.545,6.3,21.9,34.5,37.2,28.1,19.9,14.8,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56300,Nannup,2019,523,47,25.1,38105,48075,62.3,204,56,3.5,7303,17078,14.8,472,57,3,243,6451,18.4,24,59,0.7,25236,30304,2.4,701,53,31.3,33625,44584,7.4,2.1,0.28,0.08,0.54,6.8,20.9,33.9,37.4,28.7,19.8,14.1,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56300,Nannup,2020,605,48,30.2,38400,49897,61.3,242,57,3.7,9831,15213,16.1,532,58,4,608,7596,19.7,22,61,0.4,15789,19021,2.2,782,53,35.9,33567,45908,6.87,2.17,0.32,0.08,0.527,5.7,20.3,33.4,38.1,29.4,17.7,14.8,65,2,2450,31062,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56300,Nannup,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88,2.6,5390,29162,-,7,5,30.8,23.1,18.1,3.9,2.9,7.3,0.7,13.8,749,24.8,32.3,23.8,4.8,2.6,2.3,7.1,2.6
56300,Nannup,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105,4.6,4733,43580,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56370,Narembeen,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,652,-,-,-,-,-,-,-,-
56370,Narembeen,2016,340,39,14.7,37398,43313,49.1,209,54,9.3,29255,44455,27.4,400,54,4.6,1588,11573,22.5,-,-,-,-,-,1.4,497,51,28.3,45701,57022,6.59,2.03,0.31,0.06,0.553,-,20.6,33.7,27,24.1,23.9,24.9,-,-,-,-,-,-,-,26.3,22.3,24.6,4.3,3,5.5,1.3,11,880,20.7,28.3,26.3,5.6,6.3,1,9.5,3
56370,Narembeen,2017,355,41,15.2,35384,42698,49.4,233,54,10.9,27247,46593,30.5,413,54,4.4,1389,10654,18.6,9,59,0.3,33302,38867,1.3,531,50,30.1,42396,56714,6.6,2.11,0.32,0.13,0.502,8.1,20.8,32.2,29.7,25.8,19,25.6,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56370,Narembeen,2018,346,41,15.1,37792,43586,47.7,240,53,16,47548,66762,35.3,408,54,5.3,1309,12980,15.8,14,59,0.6,17140,42057,1.2,508,51,35.6,53820,70153,5.44,1.97,0.36,0.18,0.461,5.6,18.1,29.9,23.9,23.1,19.3,33.7,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56370,Narembeen,2019,327,41,15.7,40743,47877,57.8,165,52,12.7,43296,76733,25.6,317,51,4.5,584,14098,15.6,-,-,-,-,-,-,421,48,32,55283,75964,5.41,2.05,0.38,0.18,0.494,-,23.5,35.3,22.7,24.9,23,29.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56370,Narembeen,2020,373,37,17.3,36429,46419,53.1,202,55,8.6,23556,42376,24.8,402,53,5.6,991,14026,20.9,12,43,0.3,9000,27283,1.2,509,49,30.7,46841,60331,6.3,2.14,0.34,0.13,0.545,6,21.3,33.7,28.7,26.6,20.7,24,72,1.9,3264,26792,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56370,Narembeen,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,2.3,11482,34153,-,5,-,18.1,22.8,28.1,5.5,3.4,3.3,0.9,17.5,1064,13.4,26.3,37.4,8.4,5,1.9,8.8,-
56370,Narembeen,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67,1.7,3361,24670,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56460,Narrogin,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,667,-,-,-,-,-,-,-,-
56460,Narrogin,2016,2315,43,121.1,44652,52293,66.8,686,55,22.6,14221,32965,12.7,2046,51,23.9,633,11659,19.1,68,58,1.6,16202,23599,-,2809,47,162.2,47728,57756,4.88,1.89,0.39,0.15,0.462,5.7,18.2,29.5,24.3,25.7,24.2,25.9,-,-,-,-,-,-,-,27,23,20.9,4,2.1,8.6,0.6,13.8,786,24.1,28.9,27,5.2,2.1,1,7.9,4.1
56460,Narrogin,2017,2232,43,116.9,44785,52357,68.5,625,54,23.9,20437,38315,13.3,1884,51,21.3,469,11291,16.6,55,59,1.3,17063,22882,1.1,2694,47,157.5,48673,58464,4.9,1.85,0.38,0.15,0.441,5.2,17.3,28.4,24.1,25.6,25.1,25.2,-,-,-,-,-,22,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56460,Narrogin,2018,2269,41,120,46510,52883,69.6,587,55,23.6,18995,40268,12.5,1819,52,21.7,481,11904,16.2,48,59,1.3,12804,26678,1.1,2697,46,159.1,49478,59005,4.73,1.86,0.39,0.17,0.437,5.6,17.4,28.4,24.1,26.4,25.1,24.4,-,-,-,-,-,21,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56460,Narrogin,2019,2198,41,117.7,48279,53551,72.8,477,52,23.5,16603,49179,10.4,1630,51,20.4,322,12536,15.4,51,57,1,12277,20478,1.2,2513,45,155.5,52149,61866,4.63,1.76,0.38,0.17,0.44,6.3,18.5,29.6,24,25,28,23,-,-,-,-,-,21,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56460,Narrogin,2020,2295,41,125.9,47501,54842,71.3,538,55,20,17130,37206,11.3,1728,52,21.3,400,12328,16.1,46,54,1.2,10000,25343,0.7,2713,46,161.8,50086,59641,4.86,1.84,0.38,0.14,0.455,5.7,18.1,29.4,25.1,27.5,25.4,21.9,151,4.2,2109,27689,-,16,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56460,Narrogin,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,202,8.1,3273,39975,-,11,-,23.7,23.1,24,6,2.7,7.2,1.1,12,893,19.5,29.5,28.4,7.6,3.3,1.7,7.1,2.7
56460,Narrogin,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,255,13,3638,50934,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56580,Nedlands,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1231,-,-,-,-,-,-,-,-
56580,Nedlands,2016,11030,43,1219.4,57790,110557,57.7,2227,52,248.1,19720,111420,7.3,12379,50,473.9,3557,38282,31.4,516,68,20.3,29543,39360,0.9,14082,48,1938,68221,137625,9.57,2.63,0.27,0.11,0.638,15.1,35.2,49.4,23.6,16.4,15.2,44.8,-,-,-,-,-,-,-,21.3,14.1,20.4,8.7,17.6,11.2,0.5,6.3,1584,10.5,15.6,28.7,17.4,13.8,1.8,10.7,1.4
56580,Nedlands,2017,11077,43,1221.8,59993,110301,58,2305,52,248.5,19098,107805,7.3,12418,50,658.2,3276,53002,31,476,69,20.5,32114,43053,1.8,14371,48,2124.2,68874,147811,9.73,2.57,0.26,0.1,0.668,22.5,40.7,53.3,24.2,16.4,14.6,44.8,-,-,-,-,-,57,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56580,Nedlands,2018,11006,43,1238.3,60149,112510,58.4,2330,52,258.9,19953,111131,7.4,12514,50,535.2,3097,42765,30.7,419,70,19,33283,45353,1.6,14529,48,2042.1,67331,140553,9.76,2.66,0.27,0.11,0.652,18.8,38,51.2,24.4,16.8,15.4,43.5,-,-,-,-,-,43,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56580,Nedlands,2019,11060,42,1285.5,62648,116227,57.5,2299,51,250.6,18414,109011,7.1,12564,50,566.3,3319,45071,31.9,418,72,18.7,33887,44752,1.7,14495,48,2112.9,71122,145765,9.8,2.59,0.26,0.1,0.649,18.3,37.4,50.7,24.5,16.4,15.2,43.9,-,-,-,-,-,32,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56580,Nedlands,2020,10954,43,1285,64878,117313,58,2260,52,257.1,17991,113780,6.9,12446,50,597.3,2955,47995,31.2,409,72,18,32902,44043,1.7,14627,49,2150.7,71149,147034,9.81,2.57,0.26,0.1,0.652,19.5,38,51.2,24.8,16.7,14.9,43.6,2832,366.6,6247,129458,-,34,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56580,Nedlands,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3629,356.5,7353,98224,-,25,25,18.6,14.6,20.8,10,21.1,9.9,0.4,4.4,1821,8.2,14.9,26,20.4,20.9,1.7,6.9,0.9
56580,Nedlands,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4014,735,7158,183106,-,26,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56620,Ngaanyatjarraku,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,409,-,-,-,-,-,-,-,-
56620,Ngaanyatjarraku,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.4,5.1,6.8,2.6,0.2,3.9,-,36.2,453,32.7,10.5,10.2,5.5,1.4,-,12.2,26
56620,Ngaanyatjarraku,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56620,Ngaanyatjarraku,2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56620,Ngaanyatjarraku,2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56620,Ngaanyatjarraku,2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56620,Ngaanyatjarraku,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.8,14.4,6.8,3.2,0.8,4.3,-,17.6,556,34.7,25.9,10,6.2,3.2,-,10.3,7.4
56620,Ngaanyatjarraku,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56730,Northam,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,667,-,-,-,-,-,-,-,-
56730,Northam,2016,4901,43,287.4,50328,58632,76.6,964,52,19.9,9160,20623,9.1,3488,50,23.6,173,6774,12.1,185,59,4.7,15137,25377,-,5304,46,315.4,50387,59458,5,1.86,0.37,0.15,0.445,5,16.6,27.9,23.6,23.9,24.8,27.7,-,-,-,-,-,-,-,29.9,19.7,19.5,4.3,1.8,7.4,0.5,16.8,759,27.3,27.1,26.1,4.6,1.4,1.2,9.2,2.9
56730,Northam,2017,4842,43,277.7,50592,57351,76.2,943,53,20.6,10019,21819,9.1,3372,50,22.5,145,6668,11.7,194,58,4.6,15073,23765,2,5362,46,313.2,50106,58409,5.08,1.82,0.36,0.15,0.433,4.9,16.2,27.3,24.7,23.7,25.6,26,-,-,-,-,-,54,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56730,Northam,2018,4906,43,288.6,50994,58817,76.9,951,54,22.8,11611,23926,9.2,3309,51,20.8,148,6292,11.3,163,59,4.2,15489,25973,1.8,5407,46,317.8,49767,58776,5.25,1.86,0.35,0.14,0.444,4.8,16.3,27.6,25.9,24.1,24.2,25.8,-,-,-,-,4,47,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56730,Northam,2019,4763,43,294.4,53986,61811,78.7,791,52,19.5,11045,24639,7.4,3227,50,21.3,98,6612,11.1,160,59,3.6,12277,22542,1.7,5302,46,322.3,52549,60788,5.04,1.82,0.36,0.15,0.43,4.8,15.9,26.9,24.8,23.8,26,25.4,-,-,-,-,-,45,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56730,Northam,2020,5098,43,313.8,54447,61560,77.9,883,53,19.5,9010,22102,8.1,3255,51,23.3,69,7155,11.4,157,57,3.2,10000,20689,1.9,5569,46,339.1,53600,60890,5.19,1.81,0.35,0.13,0.44,4.6,16.1,27.2,25.5,23.4,26.1,25,253,5.7,3664,22669,-,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56730,Northam,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,300,6.4,3370,21437,-,37,8,26.9,20,21.8,6.2,2.6,7.1,1,14.5,837,22.7,27.3,28.2,6.9,2.5,1.4,8.5,2.6
56730,Northam,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,414,13.2,4965,31927,-,34,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
